time;V(Net-_C3-Pad1_);
0.426682;-0.0508431;
0.426702;-0.0507504;
0.426722;-0.0506569;
0.426742;-0.0505627;
0.426762;-0.0504676;
0.426782;-0.0503716;
0.426802;-0.0502749;
0.426822;-0.0501774;
0.426842;-0.050079;
0.426862;-0.0499799;
0.426882;-0.0498799;
0.426902;-0.0497791;
0.426922;-0.0496775;
0.426942;-0.0495751;
0.426962;-0.0494719;
0.426982;-0.0493679;
0.427002;-0.049263;
0.427022;-0.0491574;
0.427042;-0.049051;
0.427062;-0.0489437;
0.427082;-0.0488356;
0.427102;-0.0487268;
0.427122;-0.0486171;
0.427142;-0.0485066;
0.427162;-0.0483953;
0.427182;-0.0482833;
0.427202;-0.0481704;
0.427222;-0.0480567;
0.427242;-0.0479422;
0.427262;-0.0478269;
0.427282;-0.0477108;
0.427302;-0.0475939;
0.427322;-0.0474762;
0.427342;-0.0473577;
0.427362;-0.0472384;
0.427382;-0.0471183;
0.427402;-0.0469974;
0.427422;-0.0468757;
0.427442;-0.0467532;
0.427462;-0.0466299;
0.427482;-0.0465058;
0.427502;-0.046381;
0.427522;-0.0462553;
0.427542;-0.0461288;
0.427562;-0.0460015;
0.427582;-0.0458735;
0.427602;-0.0457446;
0.427622;-0.045615;
0.427642;-0.0454845;
0.427662;-0.0453533;
0.427682;-0.0452213;
0.427702;-0.0450885;
0.427722;-0.0449548;
0.427742;-0.0448204;
0.427762;-0.0446853;
0.427782;-0.0445493;
0.427802;-0.0444125;
0.427822;-0.044275;
0.427842;-0.0441366;
0.427862;-0.0439975;
0.427882;-0.0438576;
0.427902;-0.0437169;
0.427922;-0.0435754;
0.427942;-0.0434331;
0.427962;-0.0432901;
0.427982;-0.0431462;
0.428002;-0.0430016;
0.428022;-0.0428562;
0.428042;-0.04271;
0.428062;-0.042563;
0.428082;-0.0424152;
0.428102;-0.0422667;
0.428122;-0.0421174;
0.428142;-0.0419673;
0.428162;-0.0418164;
0.428182;-0.0416647;
0.428202;-0.0415123;
0.428222;-0.0413591;
0.428242;-0.0412051;
0.428262;-0.0410503;
0.428282;-0.0408947;
0.428302;-0.0407384;
0.428322;-0.0405813;
0.428342;-0.0404234;
0.428362;-0.0402648;
0.428382;-0.0401053;
0.428402;-0.0399451;
0.428422;-0.0397841;
0.428442;-0.0396224;
0.428462;-0.0394599;
0.428482;-0.0392966;
0.428502;-0.0391325;
0.428522;-0.0389677;
0.428542;-0.038802;
0.428562;-0.0386357;
0.428582;-0.0384685;
0.428602;-0.0383006;
0.428622;-0.0381319;
0.428642;-0.0379624;
0.428662;-0.0377922;
0.428682;-0.0376212;
0.428702;-0.0374494;
0.428722;-0.0372769;
0.428742;-0.0371036;
0.428762;-0.0369295;
0.428782;-0.0367547;
0.428802;-0.0365791;
0.428822;-0.0364027;
0.428842;-0.0362256;
0.428862;-0.0360477;
0.428882;-0.0358691;
0.428902;-0.0356897;
0.428922;-0.0355095;
0.428942;-0.0353286;
0.428962;-0.0351469;
0.428982;-0.0349644;
0.429002;-0.0347812;
0.429022;-0.0345972;
0.429042;-0.0344125;
0.429062;-0.034227;
0.429082;-0.0340407;
0.429102;-0.0338537;
0.429122;-0.0336659;
0.429142;-0.0334774;
0.429162;-0.0332881;
0.429182;-0.0330981;
0.429202;-0.0329073;
0.429222;-0.0327157;
0.429242;-0.0325234;
0.429262;-0.0323304;
0.429282;-0.0321366;
0.429302;-0.031942;
0.429322;-0.0317467;
0.429342;-0.0315506;
0.429362;-0.0313538;
0.429382;-0.0311562;
0.429402;-0.0309579;
0.429422;-0.0307588;
0.429442;-0.030559;
0.429462;-0.0303584;
0.429482;-0.0301571;
0.429502;-0.029955;
0.429522;-0.0297522;
0.429542;-0.0295486;
0.429562;-0.0293501;
0.429575;-0.0292556;
0.429587;-0.0292145;
0.429591;-0.0292099;
0.429596;-0.0292057;
0.429599;-0.0292024;
0.429603;-0.0291989;
0.429608;-0.0291943;
0.429614;-0.0291885;
0.42962;-0.0291822;
0.429633;-0.0291694;
0.429653;-0.0291487;
0.429673;-0.0291271;
0.429693;-0.0291047;
0.429713;-0.0290814;
0.429733;-0.0290572;
0.429753;-0.0290322;
0.429773;-0.0290064;
0.429793;-0.0289797;
0.429813;-0.0289631;
0.429827;-0.028989;
0.42984;-0.0290746;
0.429849;-0.0291546;
0.429858;-0.0292333;
0.429867;-0.0293182;
0.429876;-0.0293978;
0.429888;-0.0294966;
0.429908;-0.0296719;
0.429928;-0.0298461;
0.429948;-0.0300195;
0.429968;-0.0301918;
0.429988;-0.0303632;
0.43;-0.0304686;
0.43;-0.0304695;
0.43;-0.0304712;
0.430001;-0.0304746;
0.430001;-0.0304771;
0.430001;-0.0304778;
0.430001;-0.0304792;
0.430002;-0.0304819;
0.430002;-0.0304873;
0.430003;-0.0304982;
0.430006;-0.03052;
0.430011;-0.0305635;
0.430021;-0.0306503;
0.430041;-0.030819;
0.430059;-0.0309689;
0.430078;-0.0311213;
0.430098;-0.0312874;
0.430118;-0.0314524;
0.430138;-0.0316165;
0.430158;-0.0317797;
0.430178;-0.0319418;
0.430198;-0.032103;
0.430218;-0.0322632;
0.430238;-0.0324225;
0.430258;-0.0325808;
0.430278;-0.0327381;
0.430298;-0.0328945;
0.430318;-0.0330499;
0.430338;-0.0332043;
0.430358;-0.0333578;
0.430378;-0.0335103;
0.430398;-0.0336619;
0.430418;-0.0338125;
0.430438;-0.0339621;
0.430458;-0.0341108;
0.430478;-0.0342585;
0.430498;-0.0344053;
0.430518;-0.0345511;
0.430538;-0.0346959;
0.430558;-0.0348398;
0.430578;-0.0349828;
0.430598;-0.0351247;
0.430618;-0.0352658;
0.430638;-0.0354058;
0.430658;-0.035545;
0.430678;-0.0356831;
0.430698;-0.0358203;
0.430718;-0.0359566;
0.430738;-0.0360919;
0.430758;-0.0362262;
0.430778;-0.0363596;
0.430798;-0.0364921;
0.430818;-0.0366236;
0.430838;-0.0367542;
0.430858;-0.0368838;
0.430878;-0.0370124;
0.430898;-0.0371402;
0.430918;-0.0372669;
0.430938;-0.0373927;
0.430958;-0.0375176;
0.430978;-0.0376416;
0.430998;-0.0377645;
0.431018;-0.0378866;
0.431038;-0.0380077;
0.431058;-0.0381278;
0.431078;-0.0382471;
0.431098;-0.0383653;
0.431118;-0.0384827;
